Material Number,Contribution Margin,Gross Margin %,Profit per Customer,Profit per Product,Profit per Batch,Profit per Plant,Planned Material Cost,Actual Material Cost,Packaging Cost,Labor Cost,Quality Cost,Manufacturing Overhead,Freight Cost,Cost Variance,Production Variance,Purchase Price Variance (PPV),Gross Revenue,Contract Manufacturing Fee,Discounts / Rebates,Freight Revenue,Net Revenue,Customer,Customer Group,Product (Material),Material Description,Product Category,Dosage Form,Formula Version,Batch Number,Plant,Sales Organization,Distribution Channel,Region / Country
MAT200066,4414.94,5.91,1295.38,1405.19,347.89,1247.75,3952.64,4082.59,388.9,437.62,156.41,509.73,7322.16,321.23,191.28,129.95,74757.49,63167.72,6034.09,5995.72,63129.35,CarePharma,Distributors,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-B-3,BATCH2026010066,PL05,SO-EU01,B2B,Canada
MAT200067,22190.96,5.52,7400.57,5473.85,1594.04,3190.8,20153.83,19647.74,1996.79,2756.47,436.68,2360.33,1907.75,768.73,1274.82,-506.09,402087.51,340615.17,42931.54,2486.84,300170.47,WellnessMart,Pharmacy,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-C-2,BATCH2026010067,PL03,SO-IN01,B2C,Australia
MAT200068,13439.24,32.07,5283.95,5192.79,1615.66,2166.16,2326.49,2197.57,120.68,408.45,131.67,463.84,2586.08,-221.19,-92.27,-128.92,41902.57,29314.9,6099.46,9333.13,32548.57,NutriPlus,E-Commerce,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-A-5,BATCH2026010068,PL01,SO-IN01,B2B,UAE
MAT200069,27380.14,5.55,5553.2,5539.64,2792.96,2786.45,24678.73,25822.54,2443.83,1279.15,261.12,4156.18,268.99,2816.61,1672.8,1143.81,493509.03,417980.07,10774.3,313.84,407519.61,PetCareCo,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-B-2,BATCH2026010069,PL01,SO-AP01,B2B,UAE
MAT200070,42180.16,10.89,12549.29,14219.7,4606.37,9851.44,19420,21038.06,1738.58,2201.95,859.91,3508.26,5408.7,2708.14,1090.08,1618.06,387261.16,316495.82,32292.06,6918.8,291122.56,VitaStore,Retail,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-3,BATCH2026010070,PL05,SO-AP01,B2B,Australia
MAT200071,47847.98,46.29,19101.22,14769.56,6011.34,14045.96,5368.53,5454.22,142.77,963.57,199.54,1119.76,7748.6,104.44,18.75,85.69,103364.26,64148.64,15451.32,5525.16,54222.48,FitLife,Distributors,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-C-1,BATCH2026010071,PL02,SO-EU01,B2B,Canada
MAT200072,569.97,7.37,127.87,174.57,83.78,103.06,635.29,672.39,60.85,41.82,23.23,155.56,3351.85,65.66,28.56,37.1,7733.45,6471.6,277.04,5408.08,11602.64,BioHealth,E-Commerce,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-D-5,BATCH2026010072,PL04,SO-AP01,B2B,India
MAT200073,196508.56,48.09,44164,60970.8,24390.44,41381.18,20478.8,21141.9,479.23,1353.3,769.34,4218.68,4512.7,2381.67,1718.57,663.1,408653.41,249535.46,14745.53,5603.25,240393.18,HealthyWorld,Distributors,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-C-1,BATCH2026010073,PL02,SO-IN01,B2B,Germany
MAT200074,148395.03,41.81,32262.34,44121.61,21830.69,25566.84,17818,18950.73,615.67,1092.52,611.72,4367.02,3019.27,1790.29,657.56,1132.73,354894.39,229076.72,11113.7,4968.94,222931.96,CarePharma,E-Commerce,Creatine - Powder,Creatine Monohydrate Powder – Micronized – 300 g,Creatine,Powder,FV-A-5,BATCH2026010074,PL01,SO-US01,B2B,Canada
MAT200075,86683.6,23.69,26141.07,33745.55,10381.66,19548.36,18360.68,20268.5,1225.9,2130.2,1052.51,3646.44,5095.05,1028.4,-879.42,1907.82,365858.55,272984.95,31471.05,9475.49,250989.39,VitaStore,Distributors,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-B-3,BATCH2026010075,PL05,SO-IN01,B2B,Canada
MAT200076,179337.07,46.37,48364.02,58060.02,21111.88,34567.29,19396.12,19301.75,513.2,1848.32,794.02,3784.71,3817.27,157.6,251.97,-94.37,386778.82,239874.15,25254.13,6263.65,220883.67,GreenHerb,Distributors,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-C-1,BATCH2026010076,PL05,SO-AP01,B2B,Germany
MAT200077,17794.72,42.72,6108.05,5193.9,1146.4,4787.45,2314.09,2467.39,76.22,331.18,76.29,241.87,6792.47,54.25,-99.05,153.3,41652.1,26675.34,4711.4,4702.06,26666,CarePharma,Distributors,Creatine - Powder,Creatine Monohydrate Powder – Micronized – 300 g,Creatine,Powder,FV-B-3,BATCH2026010077,PL04,SO-US01,B2B,India
MAT200078,12940.27,7.09,4066.6,4813.92,767.33,3781.49,9282.41,10314.8,893.7,1153.51,491.99,889.31,7696.85,782.28,-250.11,1032.39,182440.54,152953.21,17198.41,8628.54,144383.34,BioHealth,Retail,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-D-3,BATCH2026010078,PL03,SO-AP01,B2B,Australia
MAT200079,3266.82,5.24,1032.86,1234.63,171.16,520.94,3338.79,3221.55,332.46,419.05,181.91,280.69,2519.13,-34.35,82.89,-117.24,62355.18,52919.09,5955.49,8918.64,55882.24,FitLife,E-Commerce,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-D-2,BATCH2026010079,PL01,SO-US01,B2B,UAE
MAT200080,60875.52,14.08,18397.3,21603.55,7266.83,12635.88,21646.03,23897.22,1815.04,2520.41,1054.6,4284.45,4395.2,1176.01,-1075.18,2251.19,432236.2,345587.6,37361.49,7789.15,316015.26,FitLife,E-Commerce,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-5,BATCH2026010080,PL01,SO-US01,B2C,UAE
MAT200081,84075.57,26.82,33496.8,26463.8,9660.77,18159.66,15770.8,15822.84,965.44,2822.48,610.18,3001.81,4723.69,1030.16,978.12,52.04,313532.57,228503.27,46706.46,5823.34,187620.15,NutriPlus,Retail,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-4,BATCH2026010081,PL03,SO-IN01,B2B,South Africa
MAT200082,16012.62,9.49,4928.84,3339.27,1811.56,1903.05,8607,8011.22,792.05,1033.5,104.45,1612.32,935.03,-767.35,-171.57,-595.78,168794.52,139268.18,15204.4,618.47,124682.25,GreenHerb,E-Commerce,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-C-4,BATCH2026010082,PL01,SO-IN01,B2B,Canada
MAT200083,16394.7,44.96,3516.21,6263.12,1844.53,2302.63,2057.18,1983.29,59.56,122.21,114.18,383.18,1777.54,-100.61,-26.72,-73.89,36461.38,22896.82,1072.23,9119.03,30943.62,NutriPlus,Retail,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-B-1,BATCH2026010083,PL02,SO-US01,B2B,UK
MAT200084,12031.26,7.57,3181.53,4373.52,1429.75,3221.65,8119.07,8911.69,774.81,746.02,413.08,1599.63,6743.15,1117.78,325.16,792.62,158936.25,132826.67,9835.82,8212.13,131202.98,WellnessMart,Distributors,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-B-3,BATCH2026010084,PL02,SO-IN01,B2B,India
MAT200085,56727.29,34.18,20202.6,21936.58,7576.05,10553.88,8466.99,8729.17,407.47,1282.65,479.87,1880,3555.79,420.91,158.73,262.18,165965.74,114165.88,20162.86,9348.42,103351.44,WellnessMart,Retail,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-C-2,BATCH2026010085,PL01,SO-EU01,B2B,India
MAT200086,41130.11,11.23,13395.71,9332.68,5042.99,4732.22,18375.35,20280.61,1633.92,2420.02,307.36,3738.24,787.14,1019.26,-886,1905.26,366155.06,298552.71,37237.67,1518.41,262833.45,PeakNutrition,Wholesale,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-D-5,BATCH2026010086,PL03,SO-EU01,B2B,Canada
MAT200087,63871.97,19.92,21511.41,25052.44,7021.42,14310.39,16120.16,16559.07,1184.35,2239.3,935.89,2931.94,5037.87,883.77,444.86,438.91,320590.95,245923.19,34916.59,9619.22,220625.82,WellnessMart,E-Commerce,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-D-1,BATCH2026010087,PL03,SO-AP01,B2B,UAE
MAT200088,30148.75,6.79,11588.01,11852.66,2164.48,5552.36,22236.71,20473.99,2153,3776.57,1296.06,2602.78,3482.45,-1422.86,339.86,-1762.72,444170.31,373133.52,62110.47,9663.82,320686.87,CarePharma,Retail,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-C-3,BATCH2026010088,PL02,SO-US01,B2B,Singapore
MAT200089,26475.76,11.09,7645.04,7695.91,3355.19,7335.7,12069.27,12781.95,1076.27,1299.76,394.3,2539.81,7105.83,1081.56,368.88,712.68,238746.39,194857.52,18548.55,4643.21,180952.18,VitaStore,Distributors,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-B-4,BATCH2026010089,PL04,SO-IN01,B2B,Australia
MAT200090,6448.55,10.04,1314.89,1385.63,483.4,1107.08,3430.06,3463.19,312.24,180.21,47.06,419.96,2995.5,-22.74,-55.87,33.13,64199.15,52770.06,1446.91,928.88,52252.03,GreenHerb,Wholesale,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-B-4,BATCH2026010090,PL01,SO-IN01,B2C,South Africa
MAT200091,77236.49,21.57,30741.51,25053.35,9116.32,18291.04,17974.5,16817.02,1267.93,3212.25,738.63,3516.77,5535.93,568.26,1725.74,-1157.48,358056.17,271384.59,53247.14,6294.23,224431.68,PetCareCo,Wholesale,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-D-5,BATCH2026010091,PL03,SO-US01,B2B,USA
MAT200092,47728.59,12.51,13884.99,15523.68,3029.35,6965.41,19139.23,18623.04,1658.47,2088,790.68,1969.42,1991.58,153.56,669.75,-516.19,381588.6,308434.11,30181.79,6337.2,284589.52,PeakNutrition,Retail,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-A-5,BATCH2026010092,PL04,SO-AP01,B2B,India
MAT200093,45052.62,15.93,9890.06,13791.54,4550.5,12774.36,14251.29,13535.28,1148.23,893.41,520.6,2375.79,7358.18,436.6,1152.61,-716.01,282832.21,223234.6,9245.65,5399.91,219388.86,FitLife,Distributors,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-A-5,BATCH2026010093,PL01,SO-EU01,B2B,UAE
MAT200094,165194.71,42.73,51163.58,43880.49,18715.04,48089.87,19388.7,19583.7,638.47,2352.16,512,3637.21,7653.3,1774.35,1579.35,195,386628.75,247599.29,35305.37,3415.82,215709.74,GreenHerb,Retail,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-A-1,BATCH2026010094,PL02,SO-US01,B2B,South Africa
MAT200095,51913.97,20.81,16510.75,11128.45,6827.64,10121.74,12597.99,12350.81,905.64,1596.5,171.22,2753.68,3903.89,-454.2,-207.02,-247.18,249428.82,190101.98,24126.36,903.8,166879.42,CarePharma,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-B-5,BATCH2026010095,PL05,SO-EU01,B2C,Canada
MAT200096,114289.61,43.33,35757.41,35712.79,13743.76,17630.3,13306.95,12799.43,423.88,1641.59,507.25,2653.82,2316.13,-152.48,355.04,-507.52,263752.75,168022.08,24624.84,5711.34,149108.58,NutriPlus,Wholesale,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-B-1,BATCH2026010096,PL04,SO-US01,B2B,UAE
MAT200097,23557.68,10.87,9257.78,6191.77,3077.66,2485.44,10974.75,11518.4,982.86,1925.4,282.15,2382.55,414.68,1089.12,545.47,543.65,216632.8,177067.86,31506.93,3278.89,148839.82,GreenHerb,Wholesale,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-D-2,BATCH2026010097,PL04,SO-IN01,B2B,UAE
MAT200098,8269.43,47.03,2182.53,1818.71,1120.68,1755.04,1122.77,1245.28,28.38,102.79,16.82,253.06,4577.08,196.33,73.82,122.51,17582.47,10839.37,1082.25,1176.64,10933.76,GreenHerb,E-Commerce,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-A-3,BATCH2026010098,PL02,SO-US01,B2C,UK
MAT200099,3260.76,5.58,674.66,776.25,448.9,759.93,3143.34,3495.95,311.08,171.27,61.34,719.93,5389.05,562.28,209.67,352.61,58406.26,49456.18,1430.18,2064.77,50090.77,VitaStore,Distributors,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-D-4,BATCH2026010099,PL04,SO-AP01,B2B,Canada
MAT200100,6572.59,31.97,2523.55,2353.66,907.7,1435.55,1270.02,1262.99,66.1,215.35,62.9,291.82,4818.19,114.19,121.22,-7.03,20557.45,14393.44,2869.16,7947,19471.28,CarePharma,Distributors,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-1,BATCH2026010100,PL02,SO-IN01,B2B,India
MAT200101,135439.17,42.32,32268.07,48932.3,10340.87,30734.46,16092.06,15655.03,541.5,1204.67,809.78,2008.23,5150.05,159.55,596.58,-437.03,320023.15,205665.23,14356.56,8103.02,199411.69,PeakNutrition,E-Commerce,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-D-3,BATCH2026010101,PL04,SO-US01,B2B,Brazil
MAT200102,12679.26,7.89,4436.34,4482.42,1658.33,1657.77,8201.72,8571.83,777.97,1209.17,396.81,1782.6,1399.11,79.41,-290.7,370.11,160606.21,133932.53,18859.73,7722.67,122795.47,CarePharma,Distributors,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-C-5,BATCH2026010102,PL05,SO-AP01,B2B,Germany
MAT200103,123122.99,47.96,29648.25,26491.83,6364.59,18200.76,12959.98,12866.46,306.3,991.71,178.74,1074.1,2065.21,1157.89,1251.41,-93.52,256742.49,156961.19,11943.98,943.11,145960.32,NutriPlus,Wholesale,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-A-4,BATCH2026010103,PL03,SO-US01,B2B,UK
MAT200104,131028.21,28.85,47929.48,29103.58,18816.19,34153.92,22735.38,24583.05,1309.75,3586.89,353.06,5436.64,6465.77,4020.85,2173.18,1847.67,454245.4,325933.07,58037.48,1283.73,269179.32,HealthyWorld,Retail,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-A-1,BATCH2026010104,PL05,SO-IN01,B2C,UAE
MAT200105,19696.22,15.34,7509.71,4858.12,1351.58,2381.67,6607.66,6596.54,539.31,1108.96,143.14,737.79,1015.89,376.19,387.31,-11.12,128399.65,101764.01,17697.29,2485.97,86552.69,WellnessMart,E-Commerce,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-C-5,BATCH2026010105,PL02,SO-US01,B2C,South Africa
MAT200106,74402.04,35.75,16448.16,29453.82,10293.55,17847.14,10554.38,10916.17,478.54,672.28,622.38,2429.57,5655.1,1234.57,872.78,361.79,208139.55,141365.81,7013.55,9797.82,144150.08,NutriPlus,Retail,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-C-3,BATCH2026010106,PL01,SO-EU01,B2C,UAE
MAT200107,99306.67,26.2,22786.4,25321.2,12952.61,26406.41,19011,21246.91,1184.51,1314.53,451.42,4120.29,6670.4,3783.71,1547.8,2235.91,378997.81,277505.48,14836.13,2894.01,265563.36,PeakNutrition,Pharmacy,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-A-2,BATCH2026010107,PL04,SO-IN01,B2B,Canada
MAT200108,21855.21,18.48,8415.52,8456.95,1944.11,3833.25,6105.56,5777.03,464.22,1039.7,346.42,892.77,3140.33,53.99,382.52,-328.53,118255.09,91659.91,16589.72,9360.72,84430.91,CarePharma,Distributors,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-C-3,BATCH2026010108,PL02,SO-EU01,B2B,India
MAT200109,3086.78,7.16,1093.15,1024.31,451.72,317.62,2386.01,2348.01,229.43,358.36,102.5,581.66,313.03,167.6,205.6,-38,43105.06,36121.79,5180.86,6660,37600.93,BioHealth,E-Commerce,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-D-1,BATCH2026010109,PL03,SO-AP01,B2B,Brazil
MAT200110,67353.76,45.38,13994.72,13839.6,4001.23,15883.31,7598.91,7103.22,214.41,418.37,86.39,729.42,5496.95,-540.65,-44.96,-495.69,148426.97,92867.14,3719.07,468.34,89616.41,BioHealth,Pharmacy,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-B-2,BATCH2026010110,PL03,SO-AP01,B2B,Canada
MAT200111,36402.18,42.92,8606.93,10828.98,2879.4,4821.42,4449.92,4945.64,144.97,327.9,152.95,576.13,1465.5,444,-51.72,495.72,84804.54,54216.11,3704.77,4976.59,55487.93,NutriPlus,Distributors,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-2,BATCH2026010111,PL03,SO-US01,B2B,Germany
MAT200112,126073.06,27.1,35604.95,46296.46,9496.16,15795.13,23277.59,23696.58,1413.17,2410.86,1205.89,2864.27,1186.14,2418.63,1999.64,418.99,465200.34,338301.93,34224.75,8393.75,312470.93,VitaStore,Retail,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-5,BATCH2026010112,PL04,SO-EU01,B2B,India
MAT200113,126239.04,31.17,47066.92,26851.88,6415.62,22839.12,20298.95,19993.88,1085.55,3295.45,267.47,1652.25,3355.86,-909.62,-604.55,-305.07,405019.59,285384.39,53602.64,822.62,232604.37,WellnessMart,Retail,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-C-3,BATCH2026010113,PL03,SO-US01,B2C,UAE
MAT200114,100383.63,31.51,23109.47,32321.72,6671.64,26080.89,16018.39,17713.29,846.79,1115.48,648.67,1729.74,6432.67,1279.71,-415.19,1694.9,318534.86,223834.14,12625.92,6177.12,217385.34,PeakNutrition,E-Commerce,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-B-1,BATCH2026010114,PL05,SO-US01,B2B,Australia
MAT200115,159872.81,36.64,55128.63,42221.61,20688.14,33041.59,21850.78,22019.71,956.12,3149.53,568.64,4697.62,4360.29,347.01,178.08,168.93,436372.99,294220.29,49806.84,3340.66,247754.11,VitaStore,Retail,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-A-2,BATCH2026010115,PL01,SO-EU01,B2B,South Africa
MAT200116,99774.65,24.77,21625.44,23951.45,13287.89,18881.08,20189.97,18597.15,1309.42,1229.22,404.08,4470.15,3680.25,-1976.92,-384.1,-1592.82,402817.68,298154.05,12440.16,2162.72,287876.61,WellnessMart,Retail,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-C-5,BATCH2026010116,PL04,SO-IN01,B2C,UK
MAT200117,9980.57,10.25,2928.64,3051.01,1242.63,2251.89,5070.97,5234.33,459.75,561.52,184.7,1047.95,5099.47,29.83,-133.53,163.36,97352.18,79908.82,7859.43,5379.05,77428.44,CarePharma,Distributors,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-B-2,BATCH2026010117,PL01,SO-IN01,B2B,Brazil
MAT200118,191051.69,42.76,66065.45,68624.67,20013.4,54329.57,22367.7,20976.92,735.31,3238.15,1113.88,3871.44,7390.47,-875.54,515.24,-1390.78,446816.7,286065.94,51280.81,8000.52,242785.65,PeakNutrition,Retail,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-B-3,BATCH2026010118,PL05,SO-AP01,B2B,South Africa
MAT200119,109638.64,40.31,23346.75,38999.86,12414.45,21055.47,13713.88,15317.67,510.47,801.07,671,2571.24,3789.73,946.65,-657.14,1603.79,271974.41,177822.74,7727.54,7829.92,177925.12,WellnessMart,Retail,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-C-4,BATCH2026010119,PL01,SO-US01,B2B,Canada
MAT200120,80179.59,19.81,19311.07,18829.27,8671.87,9391.18,20282.28,22350.5,1494.11,1552.63,379.47,3627.78,867.95,2624.73,556.51,2068.22,404682.88,310677.42,18838.41,1907.1,293746.11,WellnessMart,E-Commerce,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-B-1,BATCH2026010120,PL04,SO-US01,B2B,South Africa
MAT200121,212938.86,47.47,76309.16,57416.09,16019.72,33085.34,22454.24,24028.42,550.03,3434.04,615.45,2759.48,2359.62,3373.63,1799.45,1574.18,448565.19,275441.19,55144.44,3612.19,223908.94,WellnessMart,Pharmacy,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-A-4,BATCH2026010121,PL05,SO-IN01,B2B,UAE
MAT200122,31963.62,19.68,7438.05,8618.64,2827.62,9060.87,8291.09,8679.31,612.72,590.8,227.26,1205.43,7355.51,674.5,286.28,388.22,162411.72,124803.83,6700.69,3612.32,121715.46,CarePharma,Retail,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-C-3,BATCH2026010122,PL05,SO-AP01,B2B,Germany
MAT200123,21321.73,35.85,7110.95,7780.1,2811.03,4397.07,3196.27,2968.52,144.33,437.18,163.72,700.39,4342.78,-261.35,-33.6,-227.75,59475.7,40361.04,6350.79,8279.64,42289.89,PetCareCo,Pharmacy,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-D-4,BATCH2026010123,PL03,SO-IN01,B2B,Singapore
MAT200124,39939.62,33.9,13117.66,11952.07,2371.43,5627.18,6084.41,5871.48,295.87,812.17,211.82,583.73,1794.79,-410.82,-197.89,-212.93,117827.91,81238.04,12193.34,5063.41,74108.11,FitLife,E-Commerce,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-A-3,BATCH2026010124,PL05,SO-EU01,B2B,Germany
MAT200125,68713.43,31.75,20894.29,18899.5,3701.77,11078.12,10964.14,11010.65,575,1289.94,315.35,949.31,2587.66,550.47,503.96,46.51,216418.36,151793.1,18969.33,3877.36,136701.13,PeakNutrition,Pharmacy,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-A-3,BATCH2026010125,PL03,SO-IN01,B2B,UAE
MAT200126,140472.76,34.27,33761.52,50715.29,16689.04,26982.97,20541.36,22088.51,985.31,1565.71,1032.37,4046.04,3791.39,2911.92,1364.77,1547.15,409917.31,281775.88,18947.35,8090.61,270919.14,PeakNutrition,E-Commerce,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-C-5,BATCH2026010126,PL04,SO-EU01,B2B,Australia
MAT200127,52354.88,12.15,14836.75,19800.12,7007.28,15541.36,21587.9,20466.16,1884.55,2249.51,1177.57,4803.99,7877.01,43.95,1165.69,-1121.74,431061.64,349290.28,31985.73,8931.33,326235.88,CarePharma,Distributors,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-C-4,BATCH2026010127,PL04,SO-US01,B2C,South Africa
MAT200128,626.93,7.43,203.35,165.98,70.05,116.6,670.33,717.86,64.14,87.7,17.56,123.97,3553.66,29.14,-18.39,47.53,8441.3,7061.29,851.14,3373.1,9583.25,FitLife,Distributors,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-B-2,BATCH2026010128,PL05,SO-US01,B2C,Brazil
MAT200129,65330.24,25.34,24586.7,25939.3,8246.87,9080.32,13013.31,13529.5,830.78,2142.31,771.2,2727.55,1720.65,1752.61,1236.42,516.19,257819.91,190014.01,34708.79,9855.4,165160.62,PetCareCo,Distributors,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-A-3,BATCH2026010129,PL03,SO-AP01,B2B,Germany
MAT200130,50397.92,23.82,18121.63,15479.52,7445.36,11558.06,10726.57,10922.98,713.86,1648.9,394.59,2640.28,5244.11,1202.4,1005.99,196.41,211618.45,157755.13,26181.68,5450.16,137023.61,BioHealth,Retail,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-4,BATCH2026010130,PL05,SO-US01,B2B,UAE
